x,y,z,type
-392.75,-3093,0,Tcell
-408.75,-3021.5,0,Tcell
-2110.25,-2293,0,Tcell
6187.25,-3139.5,0,Tcell
5531.25,-2388.5,0,Tcell
-3476.75,-932.5,0,Tcell
-5393.75,-90.5,0,Tcell
-1582.25,373,0,Tcell
-938.75,612,0,Tcell
-1019.75,705.5,0,Tcell
68.25,391.5,0,Tcell
302.25,521.5,0,Tcell
900.75,327,0,Tcell
1037.25,402,0,Tcell
-783.25,1119,0,Tcell
-803.25,1133.5,0,Tcell
-1346.25,1289,0,Tcell
-134.25,853.5,0,Tcell
-120.75,879.5,0,Tcell
745.75,813,0,Tcell
725.25,1310.5,0,Tcell
701.75,1346.5,0,Tcell
835.75,1092.5,0,Tcell
-873.75,4675.5,0,Tcell
-865.75,4694,0,Tcell
-330.25,4172,0,Tcell
-349.25,4192,0,Tcell
3229.25,-3389.5,0,Tcell
3254.25,-3383,0,Tcell
1079.75,-3463,0,Tcell
4624.25,-3983.5,0,Tcell
4641.75,-3978.5,0,Tcell
4708.25,-3969,0,Tcell
4688.25,-3953.5,0,Tcell
4564.75,-3939,0,Tcell
4511.75,-3935.5,0,Tcell
4536.75,-3933,0,Tcell
4506.75,-3919,0,Tcell
4373.75,-3897.5,0,Tcell
4407.25,-3813,0,Tcell
4076.75,-3450.5,0,Tcell
4179.25,-3372.5,0,Tcell
4889.25,-3889.5,0,Tcell
4904.25,-3890,0,Tcell
5424.75,-3680.5,0,Tcell
5079.75,-3496,0,Tcell
5097.25,-3477.5,0,Tcell
5110.25,-3457,0,Tcell
5126.75,-3432,0,Tcell
5199.75,-3344,0,Tcell
5174.25,-3312,0,Tcell
5174.25,-3294.5,0,Tcell
-443.25,-2826.5,0,Tcell
-471.75,-2733.5,0,Tcell
-494.25,-2692,0,Tcell
-540.25,-2692.5,0,Tcell
-495.25,-2556,0,Tcell
5211.75,-3282,0,Tcell
5221.25,-3261.5,0,Tcell
5234.25,-3233,0,Tcell
5271.75,-3203.5,0,Tcell
5320.25,-3102.5,0,Tcell
5460.75,-2966.5,0,Tcell
5490.25,-2912,0,Tcell
5511.75,-2901.5,0,Tcell
5467.75,-2787.5,0,Tcell
-1801.75,-1925.5,0,Tcell
765.75,-3348,0,Tcell
2629.75,-3576,0,Tcell
2618.25,-3557,0,Tcell
2752.25,-3536.5,0,Tcell
3202.75,-3379,0,Tcell
-2554.25,-2276.5,0,Tcell
-2803.25,-2245.5,0,Tcell
-2451.25,-2246.5,0,Tcell
-2447.75,-2217,0,Tcell
-2988.75,-2198,0,Tcell
-2658.75,-2152.5,0,Tcell
-2651.75,-2131.5,0,Tcell
-2567.25,-2124.5,0,Tcell
-2765.75,-2084,0,Tcell
-2512.75,-1745.5,0,Tcell
-3262.75,-2268.5,0,Tcell
-3332.25,-2236.5,0,Tcell
-3386.25,-2223,0,Tcell
-3359.75,-2187,0,Tcell
-3550.25,-2183.5,0,Tcell
-3645.25,-2106.5,0,Tcell
-3754.75,-2085,0,Tcell
-3690.25,-2045,0,Tcell
-3815.25,-1953.5,0,Tcell
-3595.25,-1951,0,Tcell
-3329.25,-1907.5,0,Tcell
-3537.75,-1881.5,0,Tcell
4772.75,-2914,0,Tcell
4609.25,-2878,0,Tcell
-1235.25,-2398,0,Tcell
-1406.25,-2385,0,Tcell
-1435.75,-2355.5,0,Tcell
-1264.75,-2358.5,0,Tcell
-789.75,-2359,0,Tcell
-1122.25,-2340.5,0,Tcell
-1443.25,-2321,0,Tcell
-1249.75,-2297,0,Tcell
-788.25,-2285.5,0,Tcell
-1543.25,-2209.5,0,Tcell
-1162.25,-2176,0,Tcell
-827.25,-2094.5,0,Tcell
-826.25,-2050,0,Tcell
-870.75,-1916,0,Tcell
-1161.75,-1803,0,Tcell
5989.25,-2895.5,0,Tcell
2183.75,-3138.5,0,Tcell
1081.25,-3182,0,Tcell
1402.25,-3111.5,0,Tcell
2666.75,-3248,0,Tcell
3191.75,-3181,0,Tcell
244.25,-3136,0,Tcell
279.75,-3121,0,Tcell
307.75,-3122.5,0,Tcell
246.75,-3099,0,Tcell
245.75,-3062,0,Tcell
