x,y,z,type
1084.75,-5427.25,0,Tcell
2416.75,-1463.75,0,Tcell
4504.25,-1823.25,0,Tcell
6254.25,-1806.25,0,Tcell
2208.25,-938.75,0,Tcell
2162.25,-922.75,0,Tcell
2146.75,-921.25,0,Tcell
4563.25,-1211.25,0,Tcell
4958.25,-1041.75,0,Tcell
-1123.75,1185.25,0,Tcell
-446.25,2764.25,0,Tcell
-281.75,3007.25,0,Tcell
-4987.75,4502.25,0,Tcell
-4740.75,4605.75,0,Tcell
-2157.75,6141.75,0,Tcell
3429.75,-6537.25,0,Tcell
3510.75,-6386.25,0,Tcell
2959.75,-6357.75,0,Tcell
3110.75,-6260.25,0,Tcell
-4625.25,-5353.75,0,Tcell
-4741.25,-5350.75,0,Tcell
-4610.25,-5346.25,0,Tcell
-4538.25,-5325.25,0,Tcell
-4525.25,-5327.75,0,Tcell
-4550.75,-5326.75,0,Tcell
-4629.25,-5285.25,0,Tcell
-4796.75,-5278.75,0,Tcell
-4600.25,-5248.25,0,Tcell
-4620.25,-5234.75,0,Tcell
-4974.25,-5236.75,0,Tcell
1207.75,-5666.75,0,Tcell
1197.75,-5660.75,0,Tcell
-3599.75,-5543.25,0,Tcell
-2934.75,-5364.75,0,Tcell
-3573.25,-5337.75,0,Tcell
4463.75,-5446.25,0,Tcell
4521.25,-5387.25,0,Tcell
4804.25,-5319.25,0,Tcell
-3867.25,-5626.75,0,Tcell
-3847.75,-5597.75,0,Tcell
-3859.75,-5561.75,0,Tcell
-3917.75,-5530.25,0,Tcell
-3897.75,-5519.75,0,Tcell
-3926.25,-5504.25,0,Tcell
-4207.75,-5406.75,0,Tcell
-3863.75,-5400.75,0,Tcell
-3836.25,-5385.25,0,Tcell
-4444.25,-5352.25,0,Tcell
-4193.25,-5339.75,0,Tcell
-4452.75,-5335.25,0,Tcell
-4441.25,-5329.75,0,Tcell
-4449.75,-5323.25,0,Tcell
-4203.75,-5268.75,0,Tcell
-3873.25,-5268.75,0,Tcell
-4451.75,-5257.75,0,Tcell
425.25,-5523.75,0,Tcell
878.75,-5406.25,0,Tcell
439.75,-5309.75,0,Tcell
3530.75,-6513.75,0,Tcell
2838.75,-5877.25,0,Tcell
2815.25,-5622.25,0,Tcell
2833.25,-5585.75,0,Tcell
3394.75,-5566.75,0,Tcell
2758.25,-5487.75,0,Tcell
2909.75,-5255.75,0,Tcell
2896.75,-5237.75,0,Tcell
3987.25,-5908.25,0,Tcell
4109.75,-5564.25,0,Tcell
4209.25,-5532.75,0,Tcell
3928.75,-5436.75,0,Tcell
3634.75,-5279.75,0,Tcell
-6105.75,-4961.25,0,Tcell
-6229.75,-4940.75,0,Tcell
-6089.25,-4823.75,0,Tcell
-6288.75,-4807.75,0,Tcell
-6123.25,-4782.25,0,Tcell
-6265.25,-4764.25,0,Tcell
-6410.25,-4702.25,0,Tcell
-6387.75,-4679.25,0,Tcell
-6419.25,-4656.25,0,Tcell
-6231.75,-4562.25,0,Tcell
-6498.25,-4548.25,0,Tcell
-6458.25,-4529.75,0,Tcell
-6252.75,-4439.75,0,Tcell
-5697.25,-5015.25,0,Tcell
-5827.25,-4973.25,0,Tcell
-5733.25,-4970.75,0,Tcell
-5525.75,-4969.25,0,Tcell
-5982.25,-4965.25,0,Tcell
-5856.75,-4964.25,0,Tcell
-5859.75,-4946.25,0,Tcell
-5738.75,-4937.75,0,Tcell
-5744.25,-4899.75,0,Tcell
-6063.25,-4859.75,0,Tcell
-5853.25,-4850.75,0,Tcell
-5483.25,-4836.75,0,Tcell
-5920.25,-4828.25,0,Tcell
-6007.25,-4798.75,0,Tcell
-5905.75,-4785.75,0,Tcell
-5746.25,-4782.25,0,Tcell
-5866.75,-4775.75,0,Tcell
-5851.25,-4768.75,0,Tcell
-5906.75,-4771.75,0,Tcell
-5755.75,-4768.25,0,Tcell
-5770.25,-4763.75,0,Tcell
-5901.25,-4760.25,0,Tcell
-5612.25,-4753.25,0,Tcell
-6034.25,-4745.25,0,Tcell
-5875.75,-4743.75,0,Tcell
-5759.25,-4741.75,0,Tcell
-5903.25,-4732.25,0,Tcell
-5818.25,-4719.25,0,Tcell
-6005.75,-4707.25,0,Tcell
-5604.25,-4673.75,0,Tcell
-6085.25,-4667.25,0,Tcell
-5899.75,-4640.25,0,Tcell
-6044.25,-4640.25,0,Tcell
-5721.25,-4595.75,0,Tcell
-5755.75,-4577.75,0,Tcell
-6025.75,-4562.25,0,Tcell
-6073.75,-4556.25,0,Tcell
-5949.75,-4517.25,0,Tcell
-5807.75,-4501.75,0,Tcell
-5391.25,-4502.75,0,Tcell
-5329.75,-4478.75,0,Tcell
-4870.75,-5227.25,0,Tcell
-4501.25,-5227.75,0,Tcell
-5045.25,-5221.25,0,Tcell
-4968.75,-5219.75,0,Tcell
-4953.75,-5214.75,0,Tcell
-4869.75,-5208.75,0,Tcell
-5006.25,-5205.75,0,Tcell
-5020.75,-5203.75,0,Tcell
-4487.25,-5200.75,0,Tcell
-4927.75,-5198.75,0,Tcell
-4842.75,-5198.75,0,Tcell
-5011.75,-5187.75,0,Tcell
-4741.75,-5183.75,0,Tcell
-4810.25,-5183.75,0,Tcell
-4629.75,-5175.75,0,Tcell
-5031.25,-5173.75,0,Tcell
-4979.75,-5169.25,0,Tcell
-4762.25,-5160.75,0,Tcell
-5015.25,-5129.25,0,Tcell
-4985.75,-5124.25,0,Tcell
-4812.75,-5120.25,0,Tcell
-4832.75,-5111.75,0,Tcell
-5048.25,-5103.25,0,Tcell
-4967.75,-5096.25,0,Tcell
-4890.75,-5077.75,0,Tcell
-4972.25,-5071.75,0,Tcell
-5040.75,-5066.25,0,Tcell
-4549.25,-5049.75,0,Tcell
-4537.75,-4898.75,0,Tcell
-4612.25,-4877.75,0,Tcell
-4557.75,-4873.25,0,Tcell
-5002.75,-4834.25,0,Tcell
-4539.25,-4503.75,0,Tcell
