x,y,z,type
2517,-851.25,0,Tcell
2164,-579.25,0,Tcell
2315.5,-333.25,0,Tcell
2314,-310.25,0,Tcell
166.5,2578.25,0,Tcell
1391,1477.25,0,Tcell
1729,1695.75,0,Tcell
1721,1709.75,0,Tcell
1417.5,114.75,0,Tcell
1431,275.25,0,Tcell
1501,334.75,0,Tcell
322.5,664.25,0,Tcell
326,944.25,0,Tcell
265,1171.25,0,Tcell
97.5,1233.75,0,Tcell
1808,-410.25,0,Tcell
1558,-249.25,0,Tcell
-1249.5,-1620.25,0,Tcell
-919.5,780.25,0,Tcell
-753.5,889.25,0,Tcell
-779.5,922.75,0,Tcell
-798,1088.75,0,Tcell
-807,1100.25,0,Tcell
-783.5,1200.75,0,Tcell
-1662,-762.75,0,Tcell
-1434,-440.75,0,Tcell
-1149.5,-274.25,0,Tcell
524,-137.25,0,Tcell
117.5,-91.25,0,Tcell
394,330.75,0,Tcell
-45.5,339.75,0,Tcell
-156.5,-892.75,0,Tcell
-177,-857.75,0,Tcell
505.5,-302.75,0,Tcell
-2005,-812.25,0,Tcell
-255.5,1627.75,0,Tcell
-285.5,1853.75,0,Tcell
-1259,242.25,0,Tcell
-1187.5,-2181.25,0,Tcell
-1456,-1979.75,0,Tcell
-1151,-1964.25,0,Tcell
-376.5,-2585.75,0,Tcell
-929.5,-1585.75,0,Tcell
-562,202.75,0,Tcell
-529,219.75,0,Tcell
-469,228.25,0,Tcell
-760.5,299.25,0,Tcell
-727,326.75,0,Tcell
-480,457.75,0,Tcell
865,-723.25,0,Tcell
882.5,-522.75,0,Tcell
591.5,-210.25,0,Tcell
-746,-585.25,0,Tcell
-646.5,-287.25,0,Tcell
-543.5,-278.75,0,Tcell
1168,1693.25,0,Tcell
751.5,2001.25,0,Tcell
1053.5,2025.25,0,Tcell
876,2104.75,0,Tcell
1524,744.25,0,Tcell
1566,1085.75,0,Tcell
634.5,-1334.75,0,Tcell
416,1503.75,0,Tcell
-145.5,1646.75,0,Tcell
475.5,1746.75,0,Tcell
56,-1746.75,0,Tcell
-2410,-1319.25,0,Tcell
-2192.5,-1168.25,0,Tcell
-217.5,-2207.75,0,Tcell
129.5,-2036.75,0,Tcell
758.5,628.25,0,Tcell
1305,905.25,0,Tcell
1533.5,-1452.25,0,Tcell
1594,-1334.75,0,Tcell
-52.5,2263.25,0,Tcell
423.5,2358.75,0,Tcell
66.5,2473.75,0,Tcell
-2143.5,-2345.25,0,Tcell
-2463,-2275.75,0,Tcell
-2474.5,-2228.25,0,Tcell
-2296.5,-2210.25,0,Tcell
-1867.5,-2197.25,0,Tcell
-1982.5,-2185.75,0,Tcell
-2594,-2149.75,0,Tcell
-2368.5,-2146.25,0,Tcell
-1964.5,-2138.75,0,Tcell
-2535.5,-2115.75,0,Tcell
-2482.5,-2117.75,0,Tcell
-2613.5,-2071.75,0,Tcell
-2503.5,-2037.25,0,Tcell
-2297.5,-2024.25,0,Tcell
-2257,-1973.75,0,Tcell
-2610.5,-1971.25,0,Tcell
-2419.5,-1956.25,0,Tcell
-2259,-1940.25,0,Tcell
-2539,-1882.75,0,Tcell
-2572.5,-1857.25,0,Tcell
-2292.5,-1841.25,0,Tcell
2059,1400.75,0,Tcell
1731,-69.25,0,Tcell
1573,270.25,0,Tcell
1414,290.75,0,Tcell
1586.5,307.25,0,Tcell
1439,375.25,0,Tcell
-19.5,1167.75,0,Tcell
1809,-564.25,0,Tcell
-1088.5,-1602.25,0,Tcell
-1556.5,-1567.75,0,Tcell
-1081.5,-1457.25,0,Tcell
-1082.5,-1193.75,0,Tcell
-1120,-1151.75,0,Tcell
-1171,-1116.75,0,Tcell
-1207.5,-1081.75,0,Tcell
-1798.5,-1041.25,0,Tcell
-707,603.25,0,Tcell
-573,900.25,0,Tcell
-975,913.25,0,Tcell
-907.5,942.25,0,Tcell
-540.5,1078.25,0,Tcell
-386,1086.75,0,Tcell
-466.5,1191.25,0,Tcell
-1119.5,-1004.25,0,Tcell
-1138.5,-983.25,0,Tcell
-1262.5,-982.25,0,Tcell
-1522,-936.75,0,Tcell
-1315,-818.25,0,Tcell
-1561.5,-790.25,0,Tcell
-1746,-771.75,0,Tcell
-1714.5,-761.25,0,Tcell
-1499,-749.25,0,Tcell
-1786,-714.75,0,Tcell
-1511,-651.25,0,Tcell
-1171,-595.75,0,Tcell
-1396.5,-595.25,0,Tcell
-1260.5,-505.75,0,Tcell
-1413.5,-445.25,0,Tcell
-1247,-411.75,0,Tcell
-1382.5,-407.75,0,Tcell
-1184,-364.25,0,Tcell
-1391,-327.75,0,Tcell
-1334.5,-295.75,0,Tcell
-1245.5,-274.25,0,Tcell
-1248.5,-226.75,0,Tcell
393,48.25,0,Tcell
-154.5,444.25,0,Tcell
24,-985.25,0,Tcell
-141,-982.75,0,Tcell
398.5,-909.75,0,Tcell
40,-907.25,0,Tcell
-174,-903.25,0,Tcell
-191,-866.75,0,Tcell
342,-842.75,0,Tcell
302.5,-845.25,0,Tcell
361.5,-838.25,0,Tcell
