x,y,z,type
-1090.5,-2433.75,0,Tcell
-1264.5,-2346.25,0,Tcell
-2611.5,-1777.75,0,Tcell
-2727.5,-1662.25,0,Tcell
-2874,-1583.25,0,Tcell
-2770,-1575.75,0,Tcell
-3154,-1516.25,0,Tcell
-3317.5,-1432.25,0,Tcell
-3298.5,-1365.25,0,Tcell
-3335,-1358.75,0,Tcell
-3355,-1319.25,0,Tcell
-3405,-1285.25,0,Tcell
-3279.5,-1282.75,0,Tcell
-3441.5,-1279.25,0,Tcell
-3455.5,-1264.25,0,Tcell
-3416,-1267.75,0,Tcell
-3445,-1239.75,0,Tcell
-3467,-1225.25,0,Tcell
-3457.5,-1220.25,0,Tcell
-3499,-1210.75,0,Tcell
-3475,-1213.75,0,Tcell
-3530,-1204.25,0,Tcell
-3490,-1191.75,0,Tcell
-3496,-1168.75,0,Tcell
-3520.5,-1168.75,0,Tcell
-3549,-1148.25,0,Tcell
-3514.5,-1153.75,0,Tcell
-3558.5,-1123.25,0,Tcell
-3613,-1044.75,0,Tcell
-3659,-1027.75,0,Tcell
-3755,-893.75,0,Tcell
-3789.5,-829.75,0,Tcell
-3799.5,-812.75,0,Tcell
-3773,-771.75,0,Tcell
-3224.5,-766.75,0,Tcell
-3923.5,-764.25,0,Tcell
-3316.5,-740.75,0,Tcell
-3393,-707.25,0,Tcell
-3215,-696.75,0,Tcell
-3413,-698.25,0,Tcell
-3354.5,-678.25,0,Tcell
-3204,-640.25,0,Tcell
-3527,-628.75,0,Tcell
-3440,-625.25,0,Tcell
-2969.5,-1335.75,0,Tcell
-2740,-1298.25,0,Tcell
-2511,-1261.75,0,Tcell
-3144.5,-1259.25,0,Tcell
-2485,-1195.25,0,Tcell
-2627.5,-1186.75,0,Tcell
-2600,-1172.25,0,Tcell
-2530,-1169.75,0,Tcell
-2724,-809.75,0,Tcell
-3013,-784.25,0,Tcell
-3033,-783.25,0,Tcell
-3054,-778.25,0,Tcell
-3153.5,-754.75,0,Tcell
-3025.5,-759.75,0,Tcell
-3185.5,-747.75,0,Tcell
-3048,-740.25,0,Tcell
-3018,-734.25,0,Tcell
-3070.5,-734.25,0,Tcell
-2955.5,-721.75,0,Tcell
-3065.5,-714.75,0,Tcell
-2987,-719.25,0,Tcell
-3038,-714.25,0,Tcell
-3015.5,-714.75,0,Tcell
-3193.5,-704.25,0,Tcell
-2992.5,-706.75,0,Tcell
-2968.5,-697.75,0,Tcell
-3155,-697.75,0,Tcell
-3172.5,-692.25,0,Tcell
-3096,-690.25,0,Tcell
-3003.5,-692.25,0,Tcell
-3054,-686.25,0,Tcell
-3124.5,-683.25,0,Tcell
-2986.5,-684.25,0,Tcell
-3183,-663.75,0,Tcell
-3166.5,-667.25,0,Tcell
-3105.5,-668.25,0,Tcell
-3025.5,-659.75,0,Tcell
-3148,-654.75,0,Tcell
-3130,-656.75,0,Tcell
-2988.5,-651.75,0,Tcell
-3180.5,-639.25,0,Tcell
-313.5,-2462.75,0,Tcell
-352.5,-2457.25,0,Tcell
-114,-2365.25,0,Tcell
735,-2712.25,0,Tcell
-1242.5,-1676.25,0,Tcell
-1409.5,-1579.25,0,Tcell
-1148.5,-1488.75,0,Tcell
-978.5,-1405.75,0,Tcell
-989,-1397.25,0,Tcell
-983,-1382.75,0,Tcell
-1003.5,-1352.75,0,Tcell
-2345,-861.25,0,Tcell
-2372.5,-856.75,0,Tcell
-1933,-578.75,0,Tcell
-2044.5,-2122.75,0,Tcell
-1031.5,-1311.75,0,Tcell
-970.5,-1305.75,0,Tcell
-912,-1258.75,0,Tcell
-983,-1246.25,0,Tcell
-1049.5,-1233.75,0,Tcell
-1015.5,-1212.25,0,Tcell
-1013,-1122.75,0,Tcell
-1133,-1077.75,0,Tcell
-970,-1070.25,0,Tcell
-1176.5,-855.75,0,Tcell
-1114.5,-797.75,0,Tcell
-1560,-604.25,0,Tcell
-297.5,-1917.25,0,Tcell
-796,-1143.25,0,Tcell
-789.5,-1134.75,0,Tcell
-624.5,-995.75,0,Tcell
-599.5,-992.25,0,Tcell
-592.5,-980.25,0,Tcell
-596,-959.75,0,Tcell
-394.5,-908.75,0,Tcell
-405,-900.25,0,Tcell
-683,-746.25,0,Tcell
-715.5,-686.75,0,Tcell
-618,-686.75,0,Tcell
-639,-582.75,0,Tcell
-463.5,-563.25,0,Tcell
-394.5,-553.25,0,Tcell
2346.5,-788.75,0,Tcell
2354,-726.75,0,Tcell
2507.5,-670.25,0,Tcell
2647.5,-662.25,0,Tcell
2462.5,-584.75,0,Tcell
-3053,-327.25,0,Tcell
-2836.5,-38.75,0,Tcell
-2545.5,130.75,0,Tcell
-1795.5,-525.25,0,Tcell
-1751.5,-512.75,0,Tcell
-1860.5,-263.75,0,Tcell
-1881.5,-232.25,0,Tcell
-1908,-206.75,0,Tcell
-2355.5,135.75,0,Tcell
-427,-428.25,0,Tcell
-380,-400.25,0,Tcell
-359.5,-395.25,0,Tcell
-477.5,-393.75,0,Tcell
-369,-382.25,0,Tcell
-391.5,-339.75,0,Tcell
459,-535.75,0,Tcell
659.5,-341.75,0,Tcell
2641,130.75,0,Tcell
2705.5,230.25,0,Tcell
