x,y,z,type
1644.75,-1435.5,0,Tcell
1062.75,-1224.5,0,Tcell
1405.75,-956.5,0,Tcell
-466.75,-1698.5,0,Tcell
-89.75,-1454,0,Tcell
30.25,-1350.5,0,Tcell
-432.75,-1343,0,Tcell
-100.75,-1067.5,0,Tcell
-1820.75,-1633.5,0,Tcell
-1956.75,-1582.5,0,Tcell
-848.75,-1580,0,Tcell
-1173.75,-1568.5,0,Tcell
-1011.75,-1462.5,0,Tcell
-972.75,-1384,0,Tcell
466.25,-1583.5,0,Tcell
559.75,-1533,0,Tcell
519.25,-1421,0,Tcell
1656.25,-2436.5,0,Tcell
1743.25,-2338,0,Tcell
1454.75,-2183.5,0,Tcell
2321.75,-1173.5,0,Tcell
2580.75,-1163,0,Tcell
2656.75,-1005.5,0,Tcell
3227.25,-1696,0,Tcell
3362.25,-1660.5,0,Tcell
3292.25,-1580.5,0,Tcell
3150.75,-1572.5,0,Tcell
3166.25,-1560,0,Tcell
3324.75,-1547.5,0,Tcell
3113.75,-1522.5,0,Tcell
3177.25,-1405.5,0,Tcell
2712.75,-1299.5,0,Tcell
3268.25,-1272,0,Tcell
3222.25,-1198,0,Tcell
3143.75,-1064.5,0,Tcell
2717.75,-1022.5,0,Tcell
3257.25,-1018,0,Tcell
3407.25,-2253.5,0,Tcell
2764.25,-1931.5,0,Tcell
-828.25,-1773,0,Tcell
5224.75,-3185.5,0,Tcell
5273.75,-2984.5,0,Tcell
5375.25,-2997.5,0,Tcell
5366.75,-2973.5,0,Tcell
5281.25,-2906,0,Tcell
5303.75,-2906,0,Tcell
5293.75,-2872,0,Tcell
5080.75,-2595,0,Tcell
5072.75,-2493,0,Tcell
5072.25,-2475,0,Tcell
5067.75,-2447.5,0,Tcell
5031.25,-2446.5,0,Tcell
5008.75,-2248,0,Tcell
5003.75,-2234.5,0,Tcell
3876.25,-2481.5,0,Tcell
3888.25,-2440,0,Tcell
3846.75,-2001.5,0,Tcell
3787.75,-1990,0,Tcell
3949.25,-1724,0,Tcell
2010.75,-2452,0,Tcell
1920.25,-2445,0,Tcell
2560.75,-2401.5,0,Tcell
3899.75,-1701.5,0,Tcell
3693.25,-1602.5,0,Tcell
3698.75,-1587.5,0,Tcell
3647.75,-1570.5,0,Tcell
3682.25,-1566,0,Tcell
3596.75,-1496,0,Tcell
3723.75,-1474.5,0,Tcell
3610.75,-1470.5,0,Tcell
3627.25,-1456,0,Tcell
3576.75,-1449,0,Tcell
3543.25,-1432,0,Tcell
3598.75,-1409.5,0,Tcell
3585.75,-1406.5,0,Tcell
3546.75,-1388,0,Tcell
3600.25,-1390.5,0,Tcell
3553.75,-1363,0,Tcell
3760.75,-1198,0,Tcell
3578.25,-1126.5,0,Tcell
3580.25,-1036.5,0,Tcell
4753.75,-3177.5,0,Tcell
4780.75,-3144,0,Tcell
4556.25,-3125.5,0,Tcell
904.75,-1852,0,Tcell
1171.25,-860,0,Tcell
1268.75,-735,0,Tcell
1140.25,-642.5,0,Tcell
1810.25,-591.5,0,Tcell
1684.25,-446,0,Tcell
1686.25,-400.5,0,Tcell
2026.75,-647.5,0,Tcell
2184.75,-636,0,Tcell
2431.25,-634,0,Tcell
2531.75,-510,0,Tcell
2645.75,-457,0,Tcell
4479.75,-1219.5,0,Tcell
4278.25,-984,0,Tcell
936.25,-907,0,Tcell
447.25,-839.5,0,Tcell
-2896.25,-419,0,Tcell
4281.25,-746.5,0,Tcell
4263.75,-659,0,Tcell
4277.75,-651.5,0,Tcell
3122.75,-667,0,Tcell
2908.75,-652.5,0,Tcell
2702.75,-642.5,0,Tcell
2825.75,-570.5,0,Tcell
2772.75,-547,0,Tcell
3383.75,-541,0,Tcell
2741.75,-512.5,0,Tcell
2963.25,-424,0,Tcell
3008.25,-392,0,Tcell
3214.75,-370,0,Tcell
2671.75,-330,0,Tcell
2937.25,-218.5,0,Tcell
2958.75,-219.5,0,Tcell
3072.75,-127.5,0,Tcell
3500.75,-876.5,0,Tcell
3519.25,-829,0,Tcell
3732.75,-710,0,Tcell
4052.25,-189.5,0,Tcell
4040.75,-175.5,0,Tcell
-4686.25,263,0,Tcell
-4214.25,157.5,0,Tcell
-3918.25,364,0,Tcell
-4151.25,482,0,Tcell
-2247.25,249.5,0,Tcell
-2237.25,240,0,Tcell
-2442.25,502,0,Tcell
-2753.75,602,0,Tcell
-1124.75,247,0,Tcell
-679.75,587,0,Tcell
-259.75,202.5,0,Tcell
5.75,566.5,0,Tcell
4.75,616,0,Tcell
-20.75,651,0,Tcell
-348.25,661.5,0,Tcell
882.25,-95.5,0,Tcell
950.75,48.5,0,Tcell
418.25,263.5,0,Tcell
881.25,323,0,Tcell
749.75,370,0,Tcell
466.75,465,0,Tcell
626.75,518,0,Tcell
450.75,553.5,0,Tcell
1835.25,35,0,Tcell
1302.25,56.5,0,Tcell
1492.75,187,0,Tcell
2406.75,-103.5,0,Tcell
2342.25,-84.5,0,Tcell
2210.75,114,0,Tcell
2153.75,216.5,0,Tcell
2047.75,576,0,Tcell
2037.75,595.5,0,Tcell
2063.75,593,0,Tcell
2006.25,595,0,Tcell
2790.25,392.5,0,Tcell
3254.25,435,0,Tcell
-4040.25,723,0,Tcell
-3740.25,1424,0,Tcell
-2948.75,1197.5,0,Tcell
-3247.75,1440,0,Tcell
-2675.25,1026.5,0,Tcell
-2204.75,1378,0,Tcell
-1627.75,928,0,Tcell
-1545.25,927,0,Tcell
-1623.75,1168,0,Tcell
-1475.25,1225.5,0,Tcell
-1867.25,1390,0,Tcell
-1398.25,1394,0,Tcell
-1345.25,1436.5,0,Tcell
-1531.75,1477,0,Tcell
-729.75,806.5,0,Tcell
-772.25,1213,0,Tcell
-545.75,1230,0,Tcell
-796.75,1339,0,Tcell
-333.25,752.5,0,Tcell
-322.25,983.5,0,Tcell
52.75,1385.5,0,Tcell
814.75,694.5,0,Tcell
489.25,839,0,Tcell
383.25,889.5,0,Tcell
321.75,1065,0,Tcell
521.25,1096.5,0,Tcell
813.75,1107,0,Tcell
895.75,1133.5,0,Tcell
523.25,1144,0,Tcell
276.25,1203,0,Tcell
881.75,1275,0,Tcell
797.25,1286.5,0,Tcell
410.25,1374.5,0,Tcell
744.75,1387.5,0,Tcell
979.25,1480.5,0,Tcell
1402.25,701,0,Tcell
1856.75,979,0,Tcell
1562.75,994.5,0,Tcell
1246.25,1149,0,Tcell
2258.25,784.5,0,Tcell
1935.75,814,0,Tcell
1869.75,836.5,0,Tcell
2400.25,1193,0,Tcell
2796.25,1470,0,Tcell
3768.75,1448,0,Tcell
-4377.75,1552,0,Tcell
-3907.75,1705,0,Tcell
-4420.75,1892.5,0,Tcell
-3771.25,2060,0,Tcell
-3798.25,2150.5,0,Tcell
-4134.25,2278,0,Tcell
-4705.75,2004,0,Tcell
-4760.25,2080,0,Tcell
-4750.25,2093,0,Tcell
-4816.75,2217.5,0,Tcell
-3045.25,1892.5,0,Tcell
-3064.25,1898,0,Tcell
-3567.75,1913,0,Tcell
-3475.25,2048,0,Tcell
-2863.25,1490.5,0,Tcell
-1353.75,1506.5,0,Tcell
-1929.75,1511,0,Tcell
-1989.25,1566,0,Tcell
-2084.25,1733.5,0,Tcell
-1379.75,1747,0,Tcell
-1954.75,2142.5,0,Tcell
-1873.75,2151.5,0,Tcell
-343.25,1697,0,Tcell
-444.25,1738.5,0,Tcell
-416.75,1878,0,Tcell
-346.75,2028.5,0,Tcell
-319.25,2126,0,Tcell
536.25,1874.5,0,Tcell
1830.75,2025,0,Tcell
1313.75,2141.5,0,Tcell
1308.25,2275,0,Tcell
2653.75,1503.5,0,Tcell
2291.25,1572,0,Tcell
2396.75,1642.5,0,Tcell
2245.75,1663.5,0,Tcell
1984.75,1668.5,0,Tcell
2038.25,1723.5,0,Tcell
2207.75,1760,0,Tcell
2275.75,1785,0,Tcell
2002.25,1800,0,Tcell
1861.75,1839,0,Tcell
1900.25,1882.5,0,Tcell
2583.75,1886.5,0,Tcell
2208.25,1902,0,Tcell
2655.25,2016,0,Tcell
2179.25,2206,0,Tcell
2240.75,2234,0,Tcell
2563.75,2268,0,Tcell
2923.25,1915,0,Tcell
3048.25,1925,0,Tcell
2776.25,1957,0,Tcell
2763.25,2002,0,Tcell
2909.75,2023.5,0,Tcell
2943.75,2164,0,Tcell
3010.25,2202,0,Tcell
3130.25,2240,0,Tcell
3861.75,1637,0,Tcell
3654.25,1715.5,0,Tcell
3777.25,1741.5,0,Tcell
3764.75,1753.5,0,Tcell
3510.25,1962.5,0,Tcell
-5204.75,2468.5,0,Tcell
