x,y,z,type
2624.5,-4059.5,0,Tcell
1864.5,-5641,0,Tcell
1879.5,-5495,0,Tcell
3621,-4181.5,0,Tcell
2660,-5908.5,0,Tcell
3268.5,-3677,0,Tcell
2934,-3428.5,0,Tcell
3047,-3318.5,0,Tcell
3140.5,-3278.5,0,Tcell
673.5,-3673.5,0,Tcell
739.5,-3500.5,0,Tcell
734,-3379,0,Tcell
798,-3316.5,0,Tcell
787.5,-3278.5,0,Tcell
1834.5,-4578.5,0,Tcell
2028,-4571,0,Tcell
2146,-4334.5,0,Tcell
2025.5,-4328.5,0,Tcell
2181,-4308,0,Tcell
1865.5,-4251,0,Tcell
1842.5,-4229.5,0,Tcell
1884,-4209,0,Tcell
1202.5,-4548,0,Tcell
1484.5,-4521,0,Tcell
1456,-4520,0,Tcell
1653,-4460.5,0,Tcell
1729,-4446.5,0,Tcell
1630.5,-4441,0,Tcell
1798,-4390,0,Tcell
1131,-4372,0,Tcell
1130.5,-4338,0,Tcell
1205,-4259,0,Tcell
1205,-4144.5,0,Tcell
1180.5,-4133.5,0,Tcell
1420,-4130.5,0,Tcell
1547.5,-4121,0,Tcell
1491.5,-4087,0,Tcell
1753,-4074.5,0,Tcell
1676,-3999.5,0,Tcell
1590,-3969.5,0,Tcell
1030.5,-3956,0,Tcell
1590.5,-3947.5,0,Tcell
1411,-3900.5,0,Tcell
2004,-5265.5,0,Tcell
2065,-5223,0,Tcell
2279.5,-4911.5,0,Tcell
1927,-4827,0,Tcell
1976,-4821.5,0,Tcell
2190.5,-4800,0,Tcell
2040.5,-4743,0,Tcell
1900,-4693,0,Tcell
1972,-4689.5,0,Tcell
2003,-4640,0,Tcell
1355.5,-5152,0,Tcell
4216.5,-3525,0,Tcell
-139.5,-2955.5,0,Tcell
-112.5,-2772,0,Tcell
-149.5,-2719.5,0,Tcell
-5,-2577,0,Tcell
147,-2467,0,Tcell
156,-2458.5,0,Tcell
1036,-3822.5,0,Tcell
1744,-3814.5,0,Tcell
1480.5,-3804,0,Tcell
1526.5,-3795.5,0,Tcell
1229.5,-3758,0,Tcell
1063,-3754,0,Tcell
1388.5,-3654.5,0,Tcell
1436.5,-3640.5,0,Tcell
1711,-3537.5,0,Tcell
1612,-3485.5,0,Tcell
1472.5,-3339.5,0,Tcell
1544,-3330,0,Tcell
1749.5,-3281,0,Tcell
1335.5,-3263.5,0,Tcell
1708,-3176.5,0,Tcell
1381,-3178,0,Tcell
1148,-3115,0,Tcell
1517.5,-3090.5,0,Tcell
1657.5,-3084.5,0,Tcell
1851.5,-3825.5,0,Tcell
2195,-3624,0,Tcell
1990.5,-3470,0,Tcell
2393,-3374.5,0,Tcell
2401,-3332.5,0,Tcell
807,-2817.5,0,Tcell
955.5,-2810,0,Tcell
810,-2739.5,0,Tcell
253,-2683,0,Tcell
951.5,-2639.5,0,Tcell
937,-2590,0,Tcell
479.5,-2581.5,0,Tcell
983,-2552,0,Tcell
956.5,-2546.5,0,Tcell
709.5,-2524,0,Tcell
693,-2521,0,Tcell
670.5,-2516.5,0,Tcell
914.5,-2506.5,0,Tcell
941.5,-2474.5,0,Tcell
429.5,-2433,0,Tcell
411,-2422,0,Tcell
386.5,-2409,0,Tcell
1174.5,-2966,0,Tcell
1411.5,-2910,0,Tcell
1269,-2890.5,0,Tcell
1231,-2884,0,Tcell
1297.5,-2760,0,Tcell
1505,-2752,0,Tcell
1792,-2747.5,0,Tcell
1515.5,-2727,0,Tcell
1769,-2724,0,Tcell
1325,-2708,0,Tcell
1200.5,-2594,0,Tcell
1356,-2593,0,Tcell
1186.5,-2580.5,0,Tcell
1527.5,-2567,0,Tcell
1653.5,-2554,0,Tcell
1314.5,-2558,0,Tcell
1586.5,-2499,0,Tcell
1671.5,-2457.5,0,Tcell
1034,-2457.5,0,Tcell
1632.5,-2451.5,0,Tcell
1485.5,-2427.5,0,Tcell
1140,-2380.5,0,Tcell
1527.5,-2367.5,0,Tcell
1249,-2336,0,Tcell
1473.5,-2335,0,Tcell
1277.5,-2318,0,Tcell
1043.5,-2319,0,Tcell
1201,-2310.5,0,Tcell
1127,-2304.5,0,Tcell
1467.5,-2303,0,Tcell
1313.5,-2292.5,0,Tcell
1283.5,-2291,0,Tcell
1329.5,-2287.5,0,Tcell
1186,-2285,0,Tcell
1122,-2280,0,Tcell
1580.5,-2278.5,0,Tcell
1294,-2274,0,Tcell
1296,-2252,0,Tcell
1115,-2260.5,0,Tcell
1102,-2242.5,0,Tcell
3081,-2389,0,Tcell
3077.5,-2377,0,Tcell
3115,-2360,0,Tcell
3075.5,-2334,0,Tcell
3528,-2707.5,0,Tcell
1004.5,-2136,0,Tcell
965,-2134,0,Tcell
931.5,-2066,0,Tcell
973,-2070,0,Tcell
953,-2068.5,0,Tcell
909,-2027,0,Tcell
980.5,-1735.5,0,Tcell
942.5,-1713.5,0,Tcell
847,-1696.5,0,Tcell
311,-1635,0,Tcell
774,-1581,0,Tcell
787,-1528.5,0,Tcell
796,-1493.5,0,Tcell
850,-1494.5,0,Tcell
833.5,-1486,0,Tcell
820.5,-1477,0,Tcell
783.5,-1466.5,0,Tcell
956.5,-1437,0,Tcell
849.5,-1436.5,0,Tcell
132.5,-1881.5,0,Tcell
137.5,-1857.5,0,Tcell
159.5,-1809.5,0,Tcell
139.5,-1809.5,0,Tcell
149,-1763,0,Tcell
165,-1733.5,0,Tcell
142,-1734,0,Tcell
139.5,-1720,0,Tcell
160,-1714.5,0,Tcell
1303.5,-2223.5,0,Tcell
1304,-2206,0,Tcell
1296.5,-2194,0,Tcell
1327,-2179,0,Tcell
1138.5,-2168,0,Tcell
1309,-2160,0,Tcell
1493,-2156,0,Tcell
1398,-2154.5,0,Tcell
1329,-2152,0,Tcell
1681,-2143.5,0,Tcell
1298.5,-2143.5,0,Tcell
1280.5,-2139,0,Tcell
1316.5,-2134.5,0,Tcell
1332,-2135,0,Tcell
1474,-2133.5,0,Tcell
1260,-2118.5,0,Tcell
1277.5,-2110,0,Tcell
1198.5,-2103,0,Tcell
1176,-2107.5,0,Tcell
1300,-2095,0,Tcell
1264.5,-2084.5,0,Tcell
1180,-2084,0,Tcell
1148,-2080,0,Tcell
1124.5,-2069.5,0,Tcell
1165,-2068.5,0,Tcell
1272.5,-2061.5,0,Tcell
1105,-2058,0,Tcell
1142.5,-2058.5,0,Tcell
1215,-2052,0,Tcell
1089.5,-2047,0,Tcell
1100,-2039.5,0,Tcell
1269,-2038.5,0,Tcell
1237.5,-2033.5,0,Tcell
1075,-2030.5,0,Tcell
1207.5,-2025,0,Tcell
1082.5,-2009.5,0,Tcell
1061,-2004.5,0,Tcell
1232.5,-1991.5,0,Tcell
1061.5,-1979,0,Tcell
1055,-1956.5,0,Tcell
1207.5,-1943.5,0,Tcell
1067,-1925.5,0,Tcell
1183.5,-1921.5,0,Tcell
1158.5,-1902.5,0,Tcell
1484.5,-1895,0,Tcell
1173,-1890,0,Tcell
1147.5,-1893.5,0,Tcell
1123,-1883,0,Tcell
1149.5,-1881,0,Tcell
1090,-1866.5,0,Tcell
1114,-1857.5,0,Tcell
1138.5,-1855,0,Tcell
1070,-1851.5,0,Tcell
1054,-1840,0,Tcell
1079.5,-1837.5,0,Tcell
1234.5,-1807,0,Tcell
1567.5,-1796.5,0,Tcell
1228.5,-1790,0,Tcell
1218.5,-1767.5,0,Tcell
1571,-1761,0,Tcell
1202,-1762.5,0,Tcell
1204.5,-1744,0,Tcell
1271,-1738.5,0,Tcell
1209.5,-1723,0,Tcell
1456.5,-1703,0,Tcell
1498,-1635,0,Tcell
1643.5,-1532.5,0,Tcell
1476,-1480,0,Tcell
1867.5,-2207.5,0,Tcell
2037,-1878.5,0,Tcell
1873.5,-1817,0,Tcell
2124,-1822,0,Tcell
1847,-1810,0,Tcell
1965,-1765.5,0,Tcell
2204.5,-1738.5,0,Tcell
2080.5,-1612.5,0,Tcell
2130.5,-1602,0,Tcell
2297,-1602.5,0,Tcell
2129,-1566,0,Tcell
-795,-812.5,0,Tcell
1148,-1380.5,0,Tcell
1254.5,-1364.5,0,Tcell
1129,-1350.5,0,Tcell
1227,-1343.5,0,Tcell
1179.5,-1326,0,Tcell
1170,-1304.5,0,Tcell
1354.5,-1257.5,0,Tcell
1147,-1236,0,Tcell
1349,-1233.5,0,Tcell
1028,-1134.5,0,Tcell
1138,-1088,0,Tcell
1255.5,-821.5,0,Tcell
507,-1157.5,0,Tcell
517,-1144.5,0,Tcell
854.5,-1065.5,0,Tcell
621,-977,0,Tcell
681,-889.5,0,Tcell
997,-738.5,0,Tcell
941.5,-653,0,Tcell
-3048.5,46,0,Tcell
-2548.5,-9.5,0,Tcell
-2507.5,3.5,0,Tcell
-2644.5,11,0,Tcell
-2647,31,0,Tcell
-2498.5,35,0,Tcell
-2546,113.5,0,Tcell
-1472.5,-12,0,Tcell
-1233,-397,0,Tcell
-777,-352.5,0,Tcell
-1207,-141,0,Tcell
-819,-139.5,0,Tcell
