x,y,z,type
-1078.5,-3615.75,0,Tcell
140,-3757.75,0,Tcell
-374.5,-3655.25,0,Tcell
936.5,-4240.25,0,Tcell
861,-4157.75,0,Tcell
725.5,-3994.25,0,Tcell
359,-3847.25,0,Tcell
937.5,-3821.75,0,Tcell
700.5,-3766.25,0,Tcell
219,-3752.25,0,Tcell
689,-3664.75,0,Tcell
908.5,-3628.25,0,Tcell
1037.5,-3745.25,0,Tcell
1041.5,-3725.25,0,Tcell
1196,-3629.25,0,Tcell
-1149,-3445.75,0,Tcell
-1136.5,-3130.25,0,Tcell
-1259.5,-3001.75,0,Tcell
-1860.5,-3304.25,0,Tcell
-1632.5,-3298.75,0,Tcell
-1489.5,-3142.75,0,Tcell
-1521.5,-3125.75,0,Tcell
-1819,-2988.75,0,Tcell
-1833.5,-2968.25,0,Tcell
-1745,-2792.25,0,Tcell
-547,-3470.25,0,Tcell
-347,-3418.75,0,Tcell
-395.5,-3378.75,0,Tcell
146.5,-3062.75,0,Tcell
25,-2892.25,0,Tcell
2,-2888.75,0,Tcell
-307,-2764.75,0,Tcell
-759.5,-2659.75,0,Tcell
-894.5,-2573.75,0,Tcell
-1195,-2290.25,0,Tcell
-802.5,-2287.75,0,Tcell
-677.5,-2275.25,0,Tcell
-797,-2267.25,0,Tcell
-1380.5,-2241.75,0,Tcell
-846,-2108.75,0,Tcell
-793,-2074.75,0,Tcell
-852.5,-2062.75,0,Tcell
-802,-1997.25,0,Tcell
-766,-1998.25,0,Tcell
-667,-1994.75,0,Tcell
-716.5,-1982.75,0,Tcell
-826,-1965.25,0,Tcell
-1035.5,-1904.75,0,Tcell
-1224.5,-1815.25,0,Tcell
-1269,-1805.75,0,Tcell
-1236.5,-1764.75,0,Tcell
-1303,-1757.75,0,Tcell
-1221.5,-1702.25,0,Tcell
-1255,-1657.75,0,Tcell
-1047,-1621.25,0,Tcell
-1009,-1602.25,0,Tcell
-1386,-1557.25,0,Tcell
-904.5,-1503.25,0,Tcell
-917,-1495.25,0,Tcell
-769,-1474.75,0,Tcell
-1017.5,-1440.75,0,Tcell
-814,-1324.75,0,Tcell
-1389.5,-1285.25,0,Tcell
-1298.5,-1278.75,0,Tcell
-1343.5,-1242.75,0,Tcell
-841.5,-1223.25,0,Tcell
-1390.5,-1220.25,0,Tcell
-818.5,-1208.25,0,Tcell
-1351,-1188.75,0,Tcell
-816.5,-1175.25,0,Tcell
1033.5,-3450.25,0,Tcell
1220.5,-3171.25,0,Tcell
1218.5,-3124.75,0,Tcell
1429.5,-2969.25,0,Tcell
-332.5,-2327.25,0,Tcell
-229.5,-2176.75,0,Tcell
-23.5,-2138.75,0,Tcell
128,-2132.75,0,Tcell
-567,-2114.75,0,Tcell
98,-2089.75,0,Tcell
98,-2067.75,0,Tcell
101.5,-2035.75,0,Tcell
1579.5,-1591.25,0,Tcell
1167.5,-1566.75,0,Tcell
1125.5,-1385.75,0,Tcell
1070.5,-1343.25,0,Tcell
977.5,-1846.25,0,Tcell
947.5,-1545.25,0,Tcell
523.5,-3421.25,0,Tcell
602,-2969.25,0,Tcell
385.5,-2851.75,0,Tcell
414.5,-2847.25,0,Tcell
258,-2843.25,0,Tcell
520,-2835.25,0,Tcell
510.5,-2807.75,0,Tcell
485,-2803.25,0,Tcell
499,-2772.75,0,Tcell
-303.5,-1623.75,0,Tcell
-26.5,-1520.75,0,Tcell
-44,-1468.25,0,Tcell
-353,-1362.25,0,Tcell
61,-1360.25,0,Tcell
121,-1337.25,0,Tcell
-421,-1226.75,0,Tcell
-434.5,-1181.25,0,Tcell
1447,-2470.25,0,Tcell
1038.5,-2037.75,0,Tcell
-1670.5,-1923.75,0,Tcell
-1493,-1907.25,0,Tcell
-1447.5,-1855.75,0,Tcell
-1699.5,-1852.25,0,Tcell
-1673,-1833.75,0,Tcell
-1656.5,-1502.25,0,Tcell
-1841.5,-1500.25,0,Tcell
-1689,-1471.75,0,Tcell
-1585.5,-1452.75,0,Tcell
-1693.5,-1357.25,0,Tcell
-1423.5,-1348.25,0,Tcell
