x,y,z,type
-1915.5,-1856.25,0,Tcell
-1928,-1768.25,0,Tcell
-1640,-1713.75,0,Tcell
-3513.5,-2870.25,0,Tcell
-3516.5,-2744.25,0,Tcell
-3148.5,-2669.25,0,Tcell
-3104,-2637.25,0,Tcell
-3747.5,-2987.25,0,Tcell
-3777,-2932.75,0,Tcell
-2543,-2136.75,0,Tcell
-2531.5,-2118.25,0,Tcell
-2202.5,-2015.75,0,Tcell
-2233,-1987.25,0,Tcell
-2120.5,-1966.25,0,Tcell
-2883.5,-1809.25,0,Tcell
-2614,-1787.75,0,Tcell
-3813,-2284.75,0,Tcell
-3818,-2267.25,0,Tcell
-4156.5,-1936.25,0,Tcell
619,-128.25,0,Tcell
-3537.5,-1619.25,0,Tcell
-3530.5,-1556.75,0,Tcell
-2974.5,-1276.25,0,Tcell
-3170,-2471.75,0,Tcell
-3204,-2443.25,0,Tcell
-3104.5,-2414.25,0,Tcell
-3260,-2281.75,0,Tcell
-2966.5,-2203.25,0,Tcell
-2978,-2185.25,0,Tcell
-3110,-2108.25,0,Tcell
-3295.5,-2081.25,0,Tcell
-3098,-1892.25,0,Tcell
-3084,-1889.25,0,Tcell
-1622.5,-1702.75,0,Tcell
-1829.5,-1700.25,0,Tcell
-1833,-1687.75,0,Tcell
-1517.5,-1687.25,0,Tcell
-1457.5,-1595.75,0,Tcell
-1476,-1597.75,0,Tcell
-1727,-1464.75,0,Tcell
-1353.5,-1400.75,0,Tcell
-1330,-1373.25,0,Tcell
-1372,-1354.75,0,Tcell
-135,-476.25,0,Tcell
-74.5,-437.25,0,Tcell
-80.5,-427.25,0,Tcell
-493,-405.25,0,Tcell
244.5,-368.75,0,Tcell
80,-343.25,0,Tcell
-15.5,-338.75,0,Tcell
126,-335.75,0,Tcell
-1931,-772.75,0,Tcell
-1753,-758.25,0,Tcell
-1515,-734.25,0,Tcell
-1486,-684.75,0,Tcell
-1213.5,-491.75,0,Tcell
-518.5,-455.25,0,Tcell
-625.5,-409.25,0,Tcell
-605.5,-396.25,0,Tcell
-1313.5,11.25,0,Tcell
-658,41.25,0,Tcell
-338.5,138.75,0,Tcell
725.5,254.75,0,Tcell
777.5,303.75,0,Tcell
760.5,378.75,0,Tcell
1059,390.25,0,Tcell
826,443.75,0,Tcell
1564.5,444.75,0,Tcell
3580.5,1671.75,0,Tcell
3474,2484.75,0,Tcell
3493.5,2481.25,0,Tcell
3428,2487.75,0,Tcell
3443.5,2497.75,0,Tcell
3495.5,2494.25,0,Tcell
3510,2505.25,0,Tcell
3412,2509.25,0,Tcell
3234.5,2517.25,0,Tcell
3337.5,2518.25,0,Tcell
3316.5,2521.25,0,Tcell
3107,2570.75,0,Tcell
3554,2588.75,0,Tcell
3551,2615.75,0,Tcell
3378,2625.25,0,Tcell
3314.5,2631.75,0,Tcell
3406,2632.75,0,Tcell
3468.5,2643.75,0,Tcell
3298,2668.75,0,Tcell
3493,2734.75,0,Tcell
3318,2791.25,0,Tcell
3330.5,2816.25,0,Tcell
3919,2505.75,0,Tcell
3691,2521.75,0,Tcell
3558.5,2855.25,0,Tcell
2440.5,2086.75,0,Tcell
2709,2169.75,0,Tcell
3587,1693.75,0,Tcell
3638.5,1833.75,0,Tcell
3808,1939.25,0,Tcell
3653,1980.75,0,Tcell
3634.5,1982.75,0,Tcell
3636.5,1995.25,0,Tcell
3629.5,2031.25,0,Tcell
3631,2060.75,0,Tcell
3628.5,2095.75,0,Tcell
3750.5,2183.75,0,Tcell
3626,2190.25,0,Tcell
3664,2234.75,0,Tcell
3644,2432.25,0,Tcell
3643.5,2446.25,0,Tcell
2906.5,1440.75,0,Tcell
3404,1554.75,0,Tcell
3168.5,1662.25,0,Tcell
2500.5,975.25,0,Tcell
2741,1288.75,0,Tcell
2747.5,1298.25,0,Tcell
2845.5,1726.25,0,Tcell
3419.5,1759.25,0,Tcell
2857.5,1774.25,0,Tcell
2856.5,1817.25,0,Tcell
3399.5,1846.75,0,Tcell
3370.5,1924.25,0,Tcell
3296,2033.75,0,Tcell
3391,2100.75,0,Tcell
3058,2102.25,0,Tcell
2772,2114.75,0,Tcell
3435.5,2118.25,0,Tcell
2768.5,2131.75,0,Tcell
3457.5,2144.25,0,Tcell
3048.5,2174.75,0,Tcell
3436,2240.25,0,Tcell
2823,2293.25,0,Tcell
3419,2315.25,0,Tcell
3269,2359.75,0,Tcell
3356.5,2407.25,0,Tcell
3421.5,2436.25,0,Tcell
3390,2440.25,0,Tcell
-3919.5,-2830.25,0,TU
-3935.5,-2811.75,0,TU
-3768.5,-2807.25,0,TU
-3952,-2800.75,0,TU
-3723.5,-2796.75,0,TU
-3701.5,-2791.75,0,TU
-3934,-2789.75,0,TU
-3848.5,-2788.25,0,TU
-3791.5,-2785.75,0,TU
-3725.5,-2784.75,0,TU
-3773,-2783.25,0,TU
-3760,-2780.75,0,TU
-3737.5,-2778.25,0,TU
-3919.5,-2770.75,0,TU
-3965,-2768.25,0,TU
-3941.5,-2766.75,0,TU
-3856,-2765.25,0,TU
-3712.5,-2759.25,0,TU
-3685,-2758.25,0,TU
-3775.5,-2756.75,0,TU
-3637.5,-2754.25,0,TU
-3750.5,-2752.75,0,TU
-3667,-2751.25,0,TU
-3858,-2748.75,0,TU
-3727,-2748.25,0,TU
-3701.5,-2747.75,0,TU
-3944,-2745.25,0,TU
-3751.5,-2740.75,0,TU
-3635,-2738.25,0,TU
-3675.5,-2734.75,0,TU
-3764.5,-2733.25,0,TU
-3993.5,-2730.25,0,TU
-3788.5,-2730.25,0,TU
-3965,-2729.75,0,TU
-3692,-2725.25,0,TU
-3618.5,-2721.75,0,TU
-4021.5,-2718.75,0,TU
-3650.5,-2718.25,0,TU
-3758.5,-2717.75,0,TU
-3675,-2717.25,0,TU
-3639.5,-2714.25,0,TU
-3709,-2713.25,0,TU
-3733.5,-2711.75,0,TU
-3788,-2708.25,0,TU
-3755.5,-2702.25,0,TU
-3613,-2702.25,0,TU
-3671.5,-2701.75,0,TU
-3519,-2697.75,0,TU
-3769.5,-2695.75,0,TU
-3648.5,-2695.25,0,TU
-3503.5,-2688.75,0,TU
-3621.5,-2686.75,0,TU
-3682,-2684.25,0,TU
-3749.5,-2684.25,0,TU
