x,y,z,type
2180.5,-3882.5,0,Tcell
2192,-3699.5,0,Tcell
-5139.5,-3649.5,0,Tcell
-5173,-3418.5,0,Tcell
-4779.5,-3125,0,Tcell
1344.5,-3434,0,Tcell
1360.5,-3358,0,Tcell
2008,-3228,0,Tcell
2029,-3220.5,0,Tcell
-4560.5,-3028.5,0,Tcell
-4519,-2987,0,Tcell
-4681,-2838,0,Tcell
-4592,-2728,0,Tcell
-1660,-2396.5,0,Tcell
7098,-2654,0,Tcell
7039,-2639.5,0,Tcell
7233,-2499,0,Tcell
7315.5,-2438,0,Tcell
7274,-2356,0,Tcell
8262,-2623,0,Tcell
8699.5,-2622.5,0,Tcell
8731.5,-2607.5,0,Tcell
-4070.5,-1680,0,Tcell
-1290,-1918,0,Tcell
5068.5,-1795.5,0,Tcell
6092,-1807.5,0,Tcell
5922.5,-1800.5,0,Tcell
5881.5,-1633.5,0,Tcell
5664,-1607.5,0,Tcell
6781,-2252.5,0,Tcell
6150,-2212.5,0,Tcell
6301.5,-1730.5,0,Tcell
8973.5,-2199,0,Tcell
9045,-2173.5,0,Tcell
9075,-1769,0,Tcell
8717,-1572,0,Tcell
-3295.5,-888.5,0,Tcell
-3070,-840.5,0,Tcell
-2186.5,-944.5,0,Tcell
-2640.5,-699,0,Tcell
811,-1182.5,0,Tcell
1055.5,-1095,0,Tcell
-2769,-533,0,Tcell
-3328,-526.5,0,Tcell
-2517.5,-493,0,Tcell
-2559.5,-492.5,0,Tcell
-2393.5,-403,0,Tcell
-2408.5,-104.5,0,Tcell
-600,-289.5,0,Tcell
-1018.5,-267.5,0,Tcell
-748,-142.5,0,Tcell
562,44,0,Tcell
3665.5,102,0,Tcell
-8634,314,0,Tcell
-8378,775,0,Tcell
-8462.5,836.5,0,Tcell
-7368,525,0,Tcell
-1705,235,0,Tcell
-1456.5,237,0,Tcell
-1716,368,0,Tcell
-1863.5,395,0,Tcell
3448.5,573.5,0,Tcell
4451,488.5,0,Tcell
3789.5,874,0,Tcell
5533.5,654.5,0,Tcell
5505,737,0,Tcell
-8633.5,1424,0,Tcell
-5533,1160.5,0,Tcell
-5143.5,1197,0,Tcell
-4905,1581.5,0,Tcell
-4909.5,1637.5,0,Tcell
-4907,1673.5,0,Tcell
-5034.5,1707,0,Tcell
-3809,1398,0,Tcell
-3670.5,1461,0,Tcell
-3047.5,1064.5,0,Tcell
-1928,1511.5,0,Tcell
-1794,1378.5,0,Tcell
-1363,1409,0,Tcell
