x,y,z,type
-2727.75,228.5,0,Tcell
-2815.25,243,0,Tcell
-218.75,-1135.5,0,Tcell
-308.75,-1109,0,Tcell
-129.75,-1050,0,Tcell
-407.75,-1048.5,0,Tcell
-386.75,-1031.5,0,Tcell
-14.75,-963,0,Tcell
-3273.75,-255,0,Tcell
-3284.75,-129,0,Tcell
-2973.75,-68,0,Tcell
-2995.25,98.5,0,Tcell
-2886.75,-1055,0,Tcell
-3332.25,-1032,0,Tcell
-3340.25,-1003.5,0,Tcell
-3434.75,-740,0,Tcell
-3168.25,-733.5,0,Tcell
-3167.25,-718.5,0,Tcell
-3384.75,-683.5,0,Tcell
-2925.25,-535.5,0,Tcell
-761.25,-26,0,Tcell
-777.75,-23.5,0,Tcell
-927.25,17.5,0,Tcell
-932.75,41.5,0,Tcell
-521.75,210,0,Tcell
-2000.75,-953,0,Tcell
-1445.75,-458,0,Tcell
-2271.25,-1679.5,0,Tcell
-2627.75,-1296,0,Tcell
-2235.25,-1262,0,Tcell
-2415.25,-1119.5,0,Tcell
-2774.25,-990.5,0,Tcell
-2838.25,-776.5,0,Tcell
-91.25,-2170.5,0,Tcell
-4.75,-2140.5,0,Tcell
-158.25,-2127.5,0,Tcell
-447.25,-2116.5,0,Tcell
-332.75,-2080.5,0,Tcell
-459.75,-2037.5,0,Tcell
-242.25,-1990.5,0,Tcell
-643.25,-2300,0,Tcell
-810.75,-1978.5,0,Tcell
1067.75,-1948,0,Tcell
933.25,-1868,0,Tcell
786.25,-1611.5,0,Tcell
432.25,-1602.5,0,Tcell
965.25,-1591,0,Tcell
1032.75,-1372.5,0,Tcell
573.25,-1333,0,Tcell
377.25,-1320,0,Tcell
386.75,-1309,0,Tcell
437.25,-1289.5,0,Tcell
345.25,-1273,0,Tcell
530.75,-1213,0,Tcell
-2358.25,618.5,0,Tcell
-2689.75,688.5,0,Tcell
-2487.75,688,0,Tcell
-2580.25,739,0,Tcell
-2620.75,865,0,Tcell
-2257.25,1029,0,Tcell
-2875.75,1156.5,0,Tcell
-2412.75,1190.5,0,Tcell
-457.25,-1881.5,0,Tcell
-337.75,-1847.5,0,Tcell
7.25,-1785.5,0,Tcell
-6.75,-1756.5,0,Tcell
15.75,-1745,0,Tcell
131.75,-1612.5,0,Tcell
203.75,-1505,0,Tcell
180.75,-1474.5,0,Tcell
1198.25,-2221,0,Tcell
1379.25,-2072.5,0,Tcell
1362.25,-2018.5,0,Tcell
-1290.25,-1521,0,Tcell
-1823.25,-1416,0,Tcell
-982.75,-1855.5,0,Tcell
-530.25,-1848.5,0,Tcell
-810.25,-1819.5,0,Tcell
-1051.25,-1783.5,0,Tcell
-1106.25,-1769,0,Tcell
1588.25,-1728.5,0,Tcell
1192.75,-1625.5,0,Tcell
1265.75,-1630,0,Tcell
1164.75,-1542,0,Tcell
1275.25,-1527,0,Tcell
1636.25,-1497.5,0,Tcell
1431.75,-1492.5,0,Tcell
1488.75,-1485,0,Tcell
1619.75,-1469,0,Tcell
1232.25,-1451,0,Tcell
1767.75,-1445,0,Tcell
1426.75,-1376.5,0,Tcell
1596.25,-1317.5,0,Tcell
1579.75,-1315,0,Tcell
1912.25,-1292.5,0,Tcell
1738.75,-1277,0,Tcell
1772.75,-1232,0,Tcell
1755.75,-1216,0,Tcell
1576.75,-1162,0,Tcell
749.25,-2094,0,Tcell
961.25,-2028,0,Tcell
1006.25,-2000.5,0,Tcell
360.25,-1116.5,0,Tcell
369.25,-924,0,Tcell
429.75,-903.5,0,Tcell
595.75,-788.5,0,Tcell
874.75,-697,0,Tcell
949.25,-652,0,Tcell
-1480.25,752.5,0,Tcell
-1839.25,837.5,0,Tcell
-1560.75,962,0,Tcell
-1523.25,1175,0,Tcell
-821.25,-1067,0,Tcell
-752.75,-695,0,Tcell
-521.75,1227.5,0,Tcell
-1203.25,1239,0,Tcell
657.25,-340,0,Tcell
832.25,-322,0,Tcell
876.75,-298,0,Tcell
472.25,-231.5,0,Tcell
676.25,-195.5,0,Tcell
1012.25,-54,0,Tcell
-1390.75,-346.5,0,Tcell
-1984.75,185.5,0,Tcell
-1901.25,242,0,Tcell
-1992.75,395.5,0,Tcell
-677.75,-3082,0,Tcell
1175.25,-1112,0,Tcell
1310.25,-916.5,0,Tcell
1665.25,-780.5,0,Tcell
1381.25,-773,0,Tcell
1560.25,-550,0,Tcell
1414.25,-409,0,Tcell
1296.75,-388,0,Tcell
2249.25,-789,0,Tcell
1357.75,-339.5,0,Tcell
1428.75,-270.5,0,Tcell
1183.75,-146,0,Tcell
1415.25,-91,0,Tcell
1442.75,336.5,0,Tcell
-2894.25,598.5,0,Tcell
-3053.75,754,0,Tcell
2356.75,-2285,0,Tcell
2293.25,-2207,0,Tcell
2243.75,-2200,0,Tcell
2291.25,-2117.5,0,Tcell
611.75,832.5,0,Tcell
1567.25,482,0,Tcell
1586.75,482,0,Tcell
1346.25,686,0,Tcell
-2996.75,1261.5,0,Tcell
-2896.75,1262,0,Tcell
-3340.25,1361,0,Tcell
-3225.25,1430,0,Tcell
-3376.75,1459,0,Tcell
-3098.75,1581,0,Tcell
-3163.75,1602.5,0,Tcell
-3339.75,1661.5,0,Tcell
-3260.75,1716.5,0,Tcell
-3044.75,1733,0,Tcell
-3154.75,1909.5,0,Tcell
-3064.75,1919,0,Tcell
-2855.75,1353.5,0,Tcell
-2508.75,1395.5,0,Tcell
-2763.75,1422.5,0,Tcell
-2634.75,1422.5,0,Tcell
-2841.25,1454.5,0,Tcell
-2806.25,1540.5,0,Tcell
-2422.25,1559,0,Tcell
-2209.25,1625.5,0,Tcell
-2511.75,1650,0,Tcell
-2506.75,1668.5,0,Tcell
-2768.75,1711.5,0,Tcell
-2222.25,1896.5,0,Tcell
-2767.75,1952,0,Tcell
-2548.75,2040.5,0,Tcell
-1451.75,1327.5,0,Tcell
231.25,1371,0,Tcell
240.75,1399,0,Tcell
57.75,1881,0,Tcell
721.25,1278.5,0,Tcell
637.75,1625,0,Tcell
1061.75,1678.5,0,Tcell
591.75,1688.5,0,Tcell
503.75,1718,0,Tcell
416.25,1877,0,Tcell
499.75,1977,0,Tcell
901.75,1995,0,Tcell
1606.25,1261,0,Tcell
1298.75,1659,0,Tcell
1378.25,1875,0,Tcell
2709.75,1757.5,0,Tcell
2521.75,1771.5,0,Tcell
2513.75,1792,0,Tcell
3580.75,1773.5,0,Tcell
