x,y,z,type
-1546.75,-6954.25,0,Tcell
1644.75,-7414.25,0,Tcell
1386.75,-7244.25,0,Tcell
1293.75,-7161.25,0,Tcell
1396.25,-7109.75,0,Tcell
1329.75,-7041.25,0,Tcell
1351.25,-6946.75,0,Tcell
2590.25,-7062.25,0,Tcell
2827.75,-7059.25,0,Tcell
1210.75,-7299.75,0,Tcell
1201.25,-6978.25,0,Tcell
1270.25,-6954.25,0,Tcell
1096.25,-6941.75,0,Tcell
178.75,-7168.25,0,Tcell
-698.25,-7275.25,0,Tcell
-905.75,-7084.75,0,Tcell
-890.75,-7063.25,0,Tcell
-430.75,-7018.75,0,Tcell
-439.75,-6936.75,0,Tcell
-3653.75,-6273.75,0,Tcell
-3718.75,-6246.75,0,Tcell
-3626.25,-6200.25,0,Tcell
-3175.25,-6457.75,0,Tcell
-3245.75,-6399.75,0,Tcell
-3170.75,-6330.75,0,Tcell
-3073.25,-6326.75,0,Tcell
-3086.25,-6313.75,0,Tcell
-2964.75,-6313.25,0,Tcell
-2833.25,-6311.75,0,Tcell
-3342.75,-6272.25,0,Tcell
-3022.75,-6255.75,0,Tcell
-3142.25,-6234.25,0,Tcell
-3077.75,-6231.75,0,Tcell
-3162.75,-6214.75,0,Tcell
-3050.75,-6211.25,0,Tcell
-2731.25,-6199.25,0,Tcell
-3181.25,-6179.75,0,Tcell
-2908.75,-6166.75,0,Tcell
-3502.25,-6167.25,0,Tcell
-2857.25,-6156.25,0,Tcell
-2736.75,-6149.75,0,Tcell
-3401.25,-6114.25,0,Tcell
-1940.75,-6898.75,0,Tcell
-2171.75,-6567.25,0,Tcell
-2088.75,-6550.25,0,Tcell
-2009.75,-6511.75,0,Tcell
-2696.25,-6167.25,0,Tcell
2959.25,-6600.25,0,Tcell
2911.25,-6472.75,0,Tcell
2989.75,-6421.75,0,Tcell
2973.25,-6375.25,0,Tcell
2935.75,-6368.25,0,Tcell
2961.75,-6294.75,0,Tcell
2927.75,-6264.75,0,Tcell
3302.75,-6240.75,0,Tcell
2934.75,-6240.25,0,Tcell
3012.25,-6212.75,0,Tcell
3195.25,-6202.75,0,Tcell
3080.25,-6164.75,0,Tcell
3231.75,-6121.25,0,Tcell
3109.25,-6116.75,0,Tcell
1321.75,-6890.25,0,Tcell
1308.75,-6886.75,0,Tcell
1318.25,-6408.25,0,Tcell
1399.75,-6147.75,0,Tcell
1546.75,-6142.25,0,Tcell
1407.75,-6127.75,0,Tcell
1271.75,-6905.75,0,Tcell
733.75,-6843.75,0,Tcell
1127.25,-6781.25,0,Tcell
1102.25,-6761.25,0,Tcell
1269.25,-6735.75,0,Tcell
526.75,-6615.25,0,Tcell
1116.25,-6597.25,0,Tcell
1039.25,-6518.25,0,Tcell
1079.75,-6478.75,0,Tcell
976.25,-6472.25,0,Tcell
1086.75,-6413.25,0,Tcell
1242.25,-6394.25,0,Tcell
559.75,-6210.25,0,Tcell
1135.25,-6177.75,0,Tcell
-1554.75,-6909.75,0,Tcell
-1523.25,-6811.75,0,Tcell
-1727.25,-6801.25,0,Tcell
-1216.25,-6787.75,0,Tcell
-1352.75,-6755.25,0,Tcell
-1232.75,-6747.25,0,Tcell
-1841.25,-6636.75,0,Tcell
-1725.25,-6593.75,0,Tcell
-1598.75,-6587.75,0,Tcell
-1610.25,-6540.25,0,Tcell
-1300.25,-6462.25,0,Tcell
-1591.25,-6404.75,0,Tcell
-1690.75,-6242.25,0,Tcell
-1753.25,-6243.25,0,Tcell
-1456.25,-6145.75,0,Tcell
-1388.25,-6125.25,0,Tcell
-1488.25,-6114.25,0,Tcell
2481.75,-6866.25,0,Tcell
2747.25,-6772.25,0,Tcell
2526.25,-6715.75,0,Tcell
2515.25,-6681.25,0,Tcell
2736.75,-6578.25,0,Tcell
2852.25,-6537.25,0,Tcell
2869.25,-6509.25,0,Tcell
2830.25,-6501.75,0,Tcell
2774.25,-6359.25,0,Tcell
2694.25,-6274.25,0,Tcell
2842.25,-6216.25,0,Tcell
2669.25,-6203.25,0,Tcell
2274.75,-6193.25,0,Tcell
398.25,-6766.75,0,Tcell
358.75,-6445.25,0,Tcell
200.75,-6229.75,0,Tcell
92.25,-6138.75,0,Tcell
-462.75,-6683.25,0,Tcell
-615.75,-6270.75,0,Tcell
-682.25,-6203.25,0,Tcell
-697.25,-6185.25,0,Tcell
-693.25,-6129.25,0,Tcell
-4306.25,-5438.25,0,Tcell
-3123.25,-6109.25,0,Tcell
-3410.75,-6101.25,0,Tcell
-3250.25,-6092.25,0,Tcell
-3134.25,-6084.25,0,Tcell
-2953.75,-6069.75,0,Tcell
-2869.25,-6045.25,0,Tcell
-3043.75,-6040.75,0,Tcell
-2960.25,-6038.25,0,Tcell
-3345.25,-6006.25,0,Tcell
-2916.25,-6006.75,0,Tcell
-3010.75,-5925.25,0,Tcell
-3182.25,-5925.25,0,Tcell
-2975.25,-5903.25,0,Tcell
-3158.75,-5897.25,0,Tcell
-3297.75,-5894.25,0,Tcell
-2867.75,-5884.25,0,Tcell
-3258.75,-5874.25,0,Tcell
-3353.75,-5868.25,0,Tcell
-3273.25,-5865.25,0,Tcell
-2957.25,-5862.75,0,Tcell
-3065.75,-5787.25,0,Tcell
-3334.75,-5695.25,0,Tcell
-3450.25,-5679.25,0,Tcell
-3401.75,-5642.75,0,Tcell
