x,y,z,type
2390.75,-8611.25,0,Tcell
2370.25,-8529.75,0,Tcell
2353.75,-8526.75,0,Tcell
2383.75,-8520.75,0,Tcell
2390.75,-8497.75,0,Tcell
2455.75,-8238.75,0,Tcell
1431.75,-8090.75,0,Tcell
1216.25,-7928.25,0,Tcell
1258.75,-7921.25,0,Tcell
1251.75,-7893.25,0,Tcell
1404.25,-7901.25,0,Tcell
1237.75,-7881.25,0,Tcell
1258.75,-7873.25,0,Tcell
1262.75,-7859.25,0,Tcell
1285.25,-7851.25,0,Tcell
1279.25,-7835.75,0,Tcell
1236.75,-7796.25,0,Tcell
1245.75,-7788.75,0,Tcell
1238.25,-7775.25,0,Tcell
1220.25,-7766.25,0,Tcell
1186.75,-7694.75,0,Tcell
1936.75,-8900.75,0,Tcell
2145.75,-8880.75,0,Tcell
1997.25,-8877.25,0,Tcell
2114.75,-8879.25,0,Tcell
1925.25,-8875.25,0,Tcell
2057.75,-8874.25,0,Tcell
2131.75,-8878.75,0,Tcell
2131.25,-8865.25,0,Tcell
1983.25,-8864.75,0,Tcell
2018.25,-8858.25,0,Tcell
2113.75,-8853.75,0,Tcell
2145.25,-8850.25,0,Tcell
2173.75,-8853.75,0,Tcell
1966.75,-8850.25,0,Tcell
2204.25,-8828.25,0,Tcell
1815.25,-8821.25,0,Tcell
1931.75,-8813.75,0,Tcell
1807.25,-8816.75,0,Tcell
1783.75,-8792.75,0,Tcell
1781.25,-8761.25,0,Tcell
2095.75,-8431.25,0,Tcell
2097.75,-8395.75,0,Tcell
1577.25,-8360.75,0,Tcell
1665.75,-8265.25,0,Tcell
1657.25,-8253.25,0,Tcell
2094.75,-8204.75,0,Tcell
2469.75,-8171.25,0,Tcell
2396.75,-7971.25,0,Tcell
2765.75,-7525.25,0,Tcell
2141.25,-8169.25,0,Tcell
2026.25,-8141.75,0,Tcell
1465.75,-8105.25,0,Tcell
2190.75,-7670.25,0,Tcell
2108.75,-7646.25,0,Tcell
1423.25,-6593.75,0,Tcell
1927.25,-7376.25,0,Tcell
2078.25,-7346.25,0,Tcell
2201.25,-7275.25,0,Tcell
-3255.25,-7102.25,0,Tcell
-3235.75,-6893.25,0,Tcell
2308.75,-7310.75,0,Tcell
2290.25,-7288.75,0,Tcell
-5192.75,-5879.25,0,Tcell
-3890.25,-6360.25,0,Tcell
-52.25,-6475.75,0,Tcell
-72.75,-6473.25,0,Tcell
241.25,-5822.25,0,Tcell
244.75,-5808.75,0,Tcell
1219.75,-6501.75,0,Tcell
1249.75,-6479.25,0,Tcell
754.75,-6445.75,0,Tcell
4037.25,-5941.25,0,Tcell
4020.75,-5917.75,0,Tcell
-6912.75,-5417.25,0,Tcell
-6011.25,-5582.75,0,Tcell
-5283.75,-5582.75,0,Tcell
-5747.75,-5253.25,0,Tcell
-5575.75,-5255.25,0,Tcell
-2690.25,-5198.25,0,Tcell
-854.25,-5594.75,0,Tcell
-824.25,-5582.75,0,Tcell
-854.25,-5566.75,0,Tcell
-833.25,-5562.75,0,Tcell
-907.75,-5558.75,0,Tcell
312.25,-5349.75,0,Tcell
306.75,-5312.25,0,Tcell
152.25,-5142.25,0,Tcell
-6485.75,-4977.25,0,Tcell
-6370.25,-4212.75,0,Tcell
-5512.75,-4597.25,0,Tcell
-5679.75,-4427.75,0,Tcell
