x,y,z,type
-2690.25,-1458.5,0,Tcell
-3337.25,339,0,Tcell
-3315.25,373.5,0,Tcell
-3190.25,485.5,0,Tcell
-3210.25,489.5,0,Tcell
-1338.25,-160,0,Tcell
-1226.75,-89,0,Tcell
-916.25,-85.5,0,Tcell
750.75,-448.5,0,Tcell
1451.25,-279,0,Tcell
932.75,-203.5,0,Tcell
912.75,-201.5,0,Tcell
849.25,-168.5,0,Tcell
766.25,-105,0,Tcell
1298.75,-96.5,0,Tcell
1077.25,-73,0,Tcell
1501.75,-66,0,Tcell
1096.75,-64,0,Tcell
870.25,-49,0,Tcell
1321.25,-26,0,Tcell
1155.25,-15,0,Tcell
875.25,19,0,Tcell
890.75,18,0,Tcell
837.75,35,0,Tcell
753.75,83,0,Tcell
1261.75,122.5,0,Tcell
-47.75,-314.5,0,Tcell
293.25,-167,0,Tcell
526.75,-27.5,0,Tcell
-3363.75,-284.5,0,Tcell
-802.75,-501,0,Tcell
-624.75,-396,0,Tcell
-621.75,-378,0,Tcell
-311.25,-303.5,0,Tcell
-115.75,-151,0,Tcell
-1801.75,169.5,0,Tcell
-1815.25,-171.5,0,Tcell
-2001.25,-132,0,Tcell
-1949.25,-115,0,Tcell
-1938.75,-31.5,0,Tcell
-937.25,189.5,0,Tcell
-915.25,256.5,0,Tcell
-914.25,283,0,Tcell
-982.75,314,0,Tcell
-1126.25,395.5,0,Tcell
-1236.75,678.5,0,Tcell
-1255.75,695,0,Tcell
-1229.25,709.5,0,Tcell
-1384.75,730.5,0,Tcell
-1289.25,766,0,Tcell
-1352.75,766.5,0,Tcell
-889.75,810.5,0,Tcell
-989.25,921,0,Tcell
14.25,356,0,Tcell
381.75,392.5,0,Tcell
663.25,793,0,Tcell
264.75,846,0,Tcell
-395.25,317.5,0,Tcell
-854.75,363.5,0,Tcell
-693.25,591,0,Tcell
-94.25,726.5,0,Tcell
-863.25,735.5,0,Tcell
-825.25,770.5,0,Tcell
-872.25,812,0,Tcell
-836.75,863,0,Tcell
-314.75,873.5,0,Tcell
-866.75,907,0,Tcell
919.75,150,0,Tcell
940.25,152.5,0,Tcell
1347.25,195.5,0,Tcell
1372.75,210.5,0,Tcell
811.25,226.5,0,Tcell
1420.75,233.5,0,Tcell
1374.75,243.5,0,Tcell
1207.25,280.5,0,Tcell
975.25,306,0,Tcell
1463.25,350,0,Tcell
1480.75,389.5,0,Tcell
888.75,400,0,Tcell
1465.25,466,0,Tcell
825.25,507.5,0,Tcell
1264.25,551,0,Tcell
1267.75,572.5,0,Tcell
881.25,592.5,0,Tcell
869.75,604.5,0,Tcell
1453.75,615,0,Tcell
1448.75,671.5,0,Tcell
1091.75,679,0,Tcell
762.75,699,0,Tcell
1445.25,718,0,Tcell
1074.75,718,0,Tcell
1204.25,766.5,0,Tcell
1197.25,788,0,Tcell
1209.25,802,0,Tcell
1709.75,233.5,0,Tcell
1789.75,236,0,Tcell
1738.25,481.5,0,Tcell
1626.75,528.5,0,Tcell
1526.75,587.5,0,Tcell
1517.75,621.5,0,Tcell
1513.25,637,0,Tcell
1607.25,700.5,0,Tcell
1567.75,719.5,0,Tcell
1946.75,732,0,Tcell
-988.75,972,0,Tcell
-777.75,1082.5,0,Tcell
-792.75,1097.5,0,Tcell
652.75,1079.5,0,Tcell
638.75,1095,0,Tcell
395.75,1175.5,0,Tcell
211.25,1204.5,0,Tcell
490.75,1411,0,Tcell
1148.75,941.5,0,Tcell
1416.75,1084.5,0,Tcell
2154.25,943.5,0,Tcell
2118.25,1016,0,Tcell
2125.75,1029,0,Tcell
1558.25,1157.5,0,Tcell
3791.75,956.5,0,Tcell
3802.25,965,0,Tcell
3561.25,1077,0,Tcell
3564.25,1097.5,0,Tcell
3513.25,1295.5,0,Tcell
3544.75,1310.5,0,Tcell
3915.25,961,0,Tcell
-2879.25,-1479,0,TU
-2779.25,-1467.5,0,TU
-2839.25,-1464,0,TU
-2815.25,-1462,0,TU
-2472.25,-1438,0,TU
-2398.75,-1435,0,TU
-2751.25,-1434,0,TU
-2878.75,-1424,0,TU
-2417.75,-1417.5,0,TU
-2400.75,-1406.5,0,TU
-3020.25,-1406,0,TU
-2672.25,-1402,0,TU
-2381.75,-1401,0,TU
-2454.75,-1389.5,0,TU
-2788.25,-1385,0,TU
-3018.25,-1383,0,TU
-2992.75,-1381,0,TU
-2424.25,-1379,0,TU
-2134.25,-1378.5,0,TU
-2341.75,-1377,0,TU
-2796.25,-1368.5,0,TU
-2356.75,-1366,0,TU
-2403.75,-1365.5,0,TU
-2640.75,-1362.5,0,TU
-3038.75,-1357,0,TU
-2448.75,-1356.5,0,TU
-2840.75,-1353.5,0,TU
-2627.25,-1353,0,TU
-2333.75,-1350.5,0,TU
-2677.75,-1347,0,TU
-2700.75,-1344,0,TU
-2361.75,-1343,0,TU
-2153.75,-1341,0,TU
-2085.75,-1340,0,TU
-2045.75,-1338,0,TU
-3006.75,-1337,0,TU
-2552.75,-1330.5,0,TU
-2340.75,-1327,0,TU
-2453.75,-1323,0,TU
-2081.25,-1320,0,TU
-2375.75,-1313.5,0,TU
-2570.75,-1312.5,0,TU
-2148.75,-1312,0,TU
-2625.25,-1311,0,TU
-2345.25,-1310.5,0,TU
-2413.25,-1309,0,TU
-2653.25,-1307,0,TU
-2296.25,-1296,0,TU
-2576.75,-1291.5,0,TU
-2440.75,-1288,0,TU
-2406.75,-1284,0,TU
-2599.75,-1282,0,TU
-2950.75,-1281.5,0,TU
-2280.75,-1280,0,TU
-2633.25,-1279,0,TU
-3000.25,-1277,0,TU
-2623.75,-1276,0,TU
-2080.25,-1274,0,TU
-2570.25,-1267,0,TU
-3007.75,-1266.5,0,TU
-2340.75,-1264,0,TU
-2928.75,-1263,0,TU
-2400.25,-1260.5,0,TU
-3416.25,-1259.5,0,TU
-2353.25,-1256,0,TU
-2229.75,-1255.5,0,TU
-2098.75,-1252.5,0,TU
-2598.25,-1252,0,TU
-2623.75,-1250.5,0,TU
-3387.25,-1249,0,TU
-2965.75,-1249,0,TU
-2406.75,-1246,0,TU
-2212.75,-1245,0,TU
-2440.75,-1241,0,TU
-2580.25,-1240.5,0,TU
-2606.25,-1239,0,TU
-2337.25,-1234.5,0,TU
-2982.25,-1233.5,0,TU
-2214.75,-1229.5,0,TU
-2622.25,-1227.5,0,TU
-2594.75,-1225,0,TU
-2227.25,-1224.5,0,TU
-3343.25,-1222.5,0,TU
-2417.75,-1221,0,TU
-2343.75,-1219.5,0,TU
-3422.75,-1217,0,TU
-2988.75,-1216.5,0,TU
-2380.75,-1216,0,TU
-1775.25,-1216,0,TU
-2245.75,-1215.5,0,TU
-3449.75,-1214,0,TU
-2234.25,-1214,0,TU
-2259.75,-1210.5,0,TU
-2407.75,-1208,0,TU
-2210.75,-1207,0,TU
-2083.75,-1203,0,TU
-2954.75,-1202,0,TU
-2357.75,-1202,0,TU
-2612.75,-1199.5,0,TU
-2475.75,-1199,0,TU
